x,y,ca
5.714081972660901,6.86142064364739,0
2.2907982667450923,5.179204120495658,0
4.831206371974114,9.089000549351546,0
8.614486231142822,0.16608123523980078,0
4.697576575262171,7.8795073218909275,0
4.492180892375318,5.513568405187851,0
6.108668897395697,9.474288135573666,0
2.742258357155455,2.8904301939028776,0
0.030198495534755954,2.918553836692186,0
1.299273535590406,7.765254271258286,0
4.41191766586765,9.978894316273694,0
5.148276689222848,0.799914698516841,0
3.75966763662911,7.561809613862845,0
9.873629466117285,4.980654763226205,0
8.424818666914597,7.880030722713087,0
9.952652820708881,9.435222454131559,0
0.3474818986063568,8.687045623575846,0
9.845830102375528,1.0374027413008073,0
6.2815795738668,7.7929917118262555,0
9.986734021147315,8.477530866998642,0
0.22204402856864092,5.763990787241103,1
0.7171924779267069,3.744255537691787,1
7.2013538994084705,2.063311041404681,1
9.553018529716043,3.3619798050258103,1
0.9680545751387718,9.861808869006907,1
0.5677110995299177,4.798261076366449,1
3.2521937840079564,9.076365311916467,1
2.846192172335047,8.137391847948395,1
6.056064547779686,1.372853080616986,1
9.006397169955212,9.721839095579526,1
1.514390781728718,6.797029945676576,1
1.4489010401980862,3.137819703958775,1
7.214398354871364,9.673136497510546,1
7.182999839260308,4.113524384707065,1
6.529050433099497,0.03216096729478202,1
8.58740542368,6.924051425953628,1
9.85435533451422,0.09334861998937405,1
7.591781245406007,0.2812089268590474,1
7.070165183695255,1.104547509510656,1
1.6616460606384276,8.850327777102523,1
8.109445900383761,4.39219788396708,2
6.636504266587172,6.683958019377758,2
8.741931110729368,1.5521527380501547,2
2.430426842167285,6.5200126882237,2
2.2889508566223826,9.838329681795887,2
0.07373811862219504,0.14106433453161316,2
3.7135631480527693,0.3915490467531302,2
3.71689217159581,3.1143180192842443,2
5.636642161810023,2.217222377544103,2
9.424703281265794,6.401990760142044,2
0.7027066553272878,2.214255263990342,2
1.9868418903449199,1.9287958077765959,2
4.78351103552502,3.7801621198857425,2
4.262702275667639,6.765722721506528,2
9.449921586248111,7.420812018632071,2
7.694957119300988,6.424700045497069,2
3.0411897422529597,5.721072047012699,2
7.3714437955545735,7.319806466672722,2
6.197948274202105,3.4516919936305928,2
6.052624159286403,5.6020634502893,2
7.139579844229777,5.039704727282117,3
3.4685943403316157,4.104101915697894,3
4.781818263789802,2.834646488000137,3
9.05769726515435,4.240348210070728,3
5.7912522004950215,4.493526841996953,3
3.113857810186956,1.4524895815443875,3
8.555892594916882,3.197556419041926,3
2.690194508492538,0.13622326764797066,3
9.181733157043547,2.417897127139334,3
4.399403590173437,1.4011815399747343,3
8.413694350636382,5.323448133736857,3
1.337943211733596,5.391948894241118,3
0.6542365507099366,0.8691558800749603,3
5.58860069624224,8.497116279818453,3
7.099350556934356,8.560742471672059,3
8.43214918915694,8.921963376247893,3
7.61086744590168,3.1079708189774067,3
2.1677144169590505,4.063657994550722,3
2.038222847291255,0.7966533640770429,3
0.03389687454252868,6.889889330343869,3
